date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:44:59	23006/23006	---M-Z	200	added ('OK')	image/png	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/images/review-images/male-icon.png	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/images/review-images/male-icon.png	(from https://vijaysprogramming.in/)
20:44:59	8849/8849	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/images/review-images/vidyashankar.png	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/images/review-images/vidyashankar.png	(from https://vijaysprogramming.in/)
20:44:59	9036/9036	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/images/review-images/lokesh.png	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/images/review-images/lokesh.png	(from https://vijaysprogramming.in/)
20:45:00	7818/7818	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/images/review-images/divyateja.png	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/images/review-images/divyateja.png	(from https://vijaysprogramming.in/)
20:45:00	977/977	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/images/placeholder.svg	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/images/placeholder.svg	(from https://vijaysprogramming.in/)
20:45:00	512/512	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/images/smartphone.svg	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/images/smartphone.svg	(from https://vijaysprogramming.in/)
20:45:01	1196/1196	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/images/envelope.svg	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/images/envelope.svg	(from https://vijaysprogramming.in/)
20:45:01	86659/86659	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/js/jquery-3.2.1.min.js	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/js/jquery-3.2.1.min.js	(from https://vijaysprogramming.in/)
20:45:01	81670/81670	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/styles/bootstrap4/popper.js	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/styles/bootstrap4/popper.js	(from https://vijaysprogramming.in/)
20:45:02	50564/50564	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/styles/bootstrap4/bootstrap.min.js	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/styles/bootstrap4/bootstrap.min.js	(from https://vijaysprogramming.in/)
20:45:02	112880/112880	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/greensock/TweenMax.min.js	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/greensock/TweenMax.min.js	(from https://vijaysprogramming.in/)
20:45:02	20489/20489	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/greensock/TimelineMax.min.js	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/greensock/TimelineMax.min.js	(from https://vijaysprogramming.in/)
20:45:03	17293/17293	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/scrollmagic/ScrollMagic.min.js	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/scrollmagic/ScrollMagic.min.js	(from https://vijaysprogramming.in/)
20:45:03	1288/1288	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/greensock/animation.gsap.min.js	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/greensock/animation.gsap.min.js	(from https://vijaysprogramming.in/)
20:45:03	3395/3395	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/greensock/ScrollToPlugin.min.js	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/greensock/ScrollToPlugin.min.js	(from https://vijaysprogramming.in/)
20:45:04	85368/85368	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/OwlCarousel2-2.2.1/owl.carousel.js	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/OwlCarousel2-2.2.1/owl.carousel.js	(from https://vijaysprogramming.in/)
20:45:04	2441/2441	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/scrollTo/jquery.scrollTo.min.js	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/scrollTo/jquery.scrollTo.min.js	(from https://vijaysprogramming.in/)
20:45:04	8101/8101	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/easing/easing.js	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/easing/easing.js	(from https://vijaysprogramming.in/)
20:45:05	5983/5983	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/js/custom.js	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/js/custom.js	(from https://vijaysprogramming.in/)
20:45:05	95636/95636	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.eot	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:06	95636/95636	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400d41d.eot	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:06	52848/52848	---M--	200	added ('OK')	font/woff2	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.woff2	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:07	61780/61780	---M--	200	added ('OK')	font/woff	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.woff	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:08	95400/95400	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.ttf	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:09	488532/488532	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.svg	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:09	31004/31004	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.eot	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:09	31004/31004	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400d41d.eot	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:10	12132/12132	---M--	200	added ('OK')	font/woff2	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.woff2	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:10	14556/14556	---M--	200	added ('OK')	font/woff	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.woff	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:10	30776/30776	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.ttf	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:11	106698/106698	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.svg	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:11	97636/97636	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-solid-900.eot	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:12	97636/97636	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-solid-900d41d.eot	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:12	36708/36708	---M--	200	added ('OK')	font/woff2	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-solid-900.woff2	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:13	46188/46188	---M--	200	added ('OK')	font/woff	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-solid-900.woff	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:13	97416/97416	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-solid-900.ttf	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:14	360754/360754	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/fontawesome-free-5.0.1/webfonts/fa-solid-900.svg	(from https://vijaysprogramming.in/plugins/fontawesome-free-5.0.1/css/fontawesome-all.css)
20:45:14	4976/4976	---M-Z	200	added ('OK')	image/png	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/plugins/OwlCarousel2-2.2.1/owl.video.play.png	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/plugins/OwlCarousel2-2.2.1/owl.video.play.png	(from https://vijaysprogramming.in/plugins/OwlCarousel2-2.2.1/owl.carousel.css)
20:45:14	16626/16626	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/styles/courses_styles.css	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/styles/courses_styles.css	(from https://vijaysprogramming.in/courses.html)
20:45:15	5705/5705	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jul%202023%2016:15:01%20GMT	https://vijaysprogramming.in/styles/courses_responsive.css	C:/My%20Web%20Sites/vijays%20programming/vijaysprogramming.in/styles/courses_responsive.css	(from https://vijaysprogramming.in/courses.html)
